ASIN,Title,Brand,Amazon URL,Category,Weight Flag,Current Price,Buy Box 90d Avg,Price Drop % 90d,BSR Current,BSR 90d Avg,BSR Drops 90d,Bought per Month,FBA Seller Count,FBA Seller 90d Avg,Amazon on Listing,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,Buy Box Amazon %,BB Seller,BB Is FBA,Star Rating,Review Count,Image Count,Has A+ Content,Bullet Count,Listing Quality,Brand 1P,Gated,SAS Flags,Pre-filter Flags,Data Source,EAN,UPC,GTIN,Demand Score,Stability Score,Competition Score,Margin Score,Composite Score,Cash Flow Score,Profit Score,Balanced Score,Opportunity Lane,Commercial Priority,Monthly Gross Profit,Price Compression,Lane Reason,Verdict,Verdict Reason
B0B8PBHGM2,Geko Golf Grip Restore and Cleaner - 4 Fl Oz (Single Bottle),Geko Golf,https://www.amazon.co.uk/dp/B0B8PBHGM2,Sports & Outdoors,OK,25.12,25.12,0.0%,31388,124080,3,0,8,5,N,2.94,4.62,7.56,16.33,1.23,7.5%,14.63,23.89,0%,-,no,4.4,1453,6,N,4,AVERAGE,N,-,MAYBE-ROI,PRICE DRIFT,KEEPA,0196852933570,196852933570,,8,10,4,0,6.2,3.7,2.3,3.1,UNASSIGNED,4,7.40,OK,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 6/mo | GBP1.23 profit | GBP7.40 monthly gross | stable | 8 sellers | needs trade under GBP14.63
B0CQTJLZK5,"Funny Golf Putter Headcover, Perfect Golf Gift for Men and Women, Golf Accessories for Golfers - May The Course Be with You",Artpreti,https://www.amazon.co.uk/dp/B0CQTJLZK5,Sports & Outdoors,OK,25.37,23.75,-7.0%,57188,85827,8,0,2,2,N,1.89,4.67,6.56,16.49,2.32,14.1%,15.68,23.05,0%,TuiMiaoRuoShangMaoYouXianGongSi (0%) / A,no,4.7,59,6,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0635393132443,635393132443,,5,6,10,0,5.3,6.5,3.9,5.6,BALANCED,3,37.10,OK,BALANCED | GBP37.10/mo | 16/mo | GBP2.32 unit profit | stable | 2 sellers,MAYBE-ROI,BALANCED | 16/mo | GBP2.32 profit | GBP37.10 monthly gross | stable | 2 sellers
B01MRI0SUK,Andux 3pcs/Pack Long Neck Golf Hybrid Club Head Covers Dial No. Tag CTMT-02 Green,Andux,https://www.amazon.co.uk/dp/B01MRI0SUK,Sports & Outdoors,OK,21.99,21.99,0.0%,148420,144454,1,0,2,1,N,3.04,4.15,7.19,14.29,0.51,3.6%,12.34,21.48,0%,Andux Store (100%) / AI0DEM54106VN,no,4.3,367,9,Y,5,STRONG,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0608307254111,608307254111,,0,10,7,0,4.4,1.8,0.9,0.8,UNASSIGNED,9,1.00,OK,,NO,NO | 2/mo est | GBP0.51 profit | ROI 4% | margin too thin
B07SNHR8MN,GEWO Aluminium Safe Racket Case - Aluminium Case with Foam for Protected Transport and Safe Storage of Table Tennis Bats and Balls - Blue,GEWO,https://www.amazon.co.uk/dp/B07SNHR8MN,Sports & Outdoors,OK,28.06,26.56,-6.0%,57419,73353,7,0,2,2,Y,2.88,5.08,7.96,18.24,1.86,10.2%,16.75,26.20,100%,Amazon,yes,4.7,127,6,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,4251454803266,,04251454803266,5,6,7,0,4.7,4.2,2.9,3.5,UNASSIGNED,9,26.00,OK,,NO,NO | 14/mo est | GBP1.86 profit | ROI 10% | margin too thin
B08J877RD8,"Butterfly Comfort Table Tennis Bat, one_size",Butterfly,https://www.amazon.co.uk/dp/B08J877RD8,Sports & Outdoors,OK,20.81,23.46,11.0%,44376,154088,3,0,2,2,Y,2.72,3.96,6.68,13.53,0.60,4.5%,11.78,20.21,100%,Amazon,yes,4.4,47,10,N,4,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,4255906900435,,44906901008852,6,10,7,0,6.2,2.1,0.5,0.8,UNASSIGNED,4,3.60,SQUEEZED,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 6/mo | GBP0.60 profit | GBP3.60 monthly gross | SQUEEZED | 2 sellers | needs trade under GBP11.78
B0B5CLBN3D,"JOOLA Cover Rhyzen Ice, red, 2.0 mm",JOOLA,https://www.amazon.co.uk/dp/B0B5CLBN3D,Sports & Outdoors,OK,35.44,34.93,-1.0%,84591,113817,6,0,2,3,N,2.08,6.22,8.30,23.04,4.10,17.8%,22.61,31.34,0%,TT-Shop Ostalb (100%) / A3A3JFYFDU4GWG,no,4.7,6,2,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,4002560705605,,04002560705605,1,8,10,1,4.9,6.5,5.6,6.3,BALANCED,3,49.20,OK,BALANCED | GBP49.20/mo | 12/mo | GBP4.10 unit profit | stable | 2 sellers,BRAND APPROACH,BALANCED | 12/mo | GBP4.10 profit | GBP49.20 monthly gross | stable | 2 sellers
B07R7J2BKS,"Kirkland Signature Leather Golf Glove, Size M - Pack of 3",KIRKLAND,https://www.amazon.co.uk/dp/B07R7J2BKS,Sports & Outdoors,OK,31.99,31.99,0.0%,103004,69223,6,0,4,4,N,3.40,5.69,9.09,20.79,2.11,10.1%,19.09,29.88,0%,KS Home Product (71%) / APC4U4QOTXF5Y,no,4.6,1125,2,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,"0096619208654, 0096619227686","096619208654, 096619227686",00096619208654,2,10,7,0,5,6.1,4.1,5.4,CASH FLOW,3,25.30,OK,CASH FLOW | GBP25.30/mo | 12/mo | GBP2.11 unit profit | stable | 4 sellers,MAYBE-ROI,CASH FLOW | 12/mo | GBP2.11 profit | GBP25.30 monthly gross | stable | 4 sellers
B09K7VZ2Y5,"Wilson Serena Elite 103 Adults Tennis Racket Black/Gold (Grip 3 (4 3/8""))",Wilson,https://www.amazon.co.uk/dp/B09K7VZ2Y5,Sports & Outdoors,OK,59.99,59.80,0.0%,59892,157479,3,0,2,2,N,4.65,10.01,14.66,38.99,6.34,16.3%,37.78,53.65,0%,Active3Sports (90%) / A2PW3FGGOD8H6I,yes,3.9,26,9,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0097512524049,097512524049,,5,10,10,1,6.7,6,6.5,6.5,PROFIT,3,38.00,OK,PROFIT | GBP38.00/mo | lower volume | GBP6.34 unit profit | stable | 2 sellers,MAYBE-ROI,PROFIT | 6/mo | GBP6.34 profit | GBP38.00 monthly gross | stable | 2 sellers
B07PNBD2NL,Vermont Tennis Net Targets - Green and Orange Tennis Targets - Carry Bag Included,Vermont,https://www.amazon.co.uk/dp/B07PNBD2NL,Sports & Outdoors,HEAVY,49.98,51.86,4.0%,45125,165885,5,0,2,2,N,6.99,8.61,15.60,32.49,1.89,5.8%,28.65,48.09,0%,Net World Sports (65%) / A2U6UUBP4GOB5A,no,4.0,4,8,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5056224220125,,,6,10,9,0,6.6,6,3,4.9,CASH FLOW,3,18.90,OK,CASH FLOW | GBP18.90/mo | 10/mo | GBP1.89 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 10/mo | GBP1.89 profit | GBP18.90 monthly gross | stable | 2 sellers
B08YRX48N9,"Wilson Federer Junior Tennis Racket, Protective Cover & Tennis Balls (19"", 21"", 23"", 25"" & 26"") (25"" + Balls)",Wilson,https://www.amazon.co.uk/dp/B08YRX48N9,Sports & Outdoors,OK,44.99,45.05,0.0%,45131,169324,3,0,2,1,N,4.80,7.69,12.49,29.24,3.25,11.1%,27.08,41.74,0%,Racketworld (85%) / A2U69NIMV1A46Q,no,4.1,17,1,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0887768481179,887768481179,,6,10,8,1,6.6,5.2,4.8,5.3,UNASSIGNED,4,19.50,OK,UNASSIGNED | below lane thresholds,BRAND APPROACH,BRAND APPROACH | 6/mo | GBP3.25 profit | GBP19.50 monthly gross | stable | 2 sellers | weak listing 1 imgs
B0DH57Z2KY,Tecnifibre Tempo 275 V2 Tennis Racket,Tecnifibre,https://www.amazon.co.uk/dp/B0DH57Z2KY,Sports & Outdoors,OK,54.95,62.38,12.0%,86427,208959,2,0,3,2,N,4.50,9.23,13.73,35.72,5.50,15.4%,34.35,49.45,0%,SMASH Sports (96%) / A373IUM03PG8JA,no,5.0,1,6,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,3490150219969,,03490150219969,0,10,8,1,4.8,4,5.4,4.7,UNASSIGNED,9,22.00,SQUEEZED,,NO,NO | 4/mo est | GBP5.50 profit | SQUEEZED | 3 sellers
B0DXWTV82V,"Wilson Ultra Power 112 XL Tennis Racket 2025 (Tennis Racket & Performance Cover, Grips Size L3 (4 3/8""))",Racketworld,https://www.amazon.co.uk/dp/B0DXWTV82V,Sports & Outdoors,OK,44.99,47.87,6.0%,60553,175815,2,0,2,1,N,4.80,7.69,12.49,29.24,3.25,11.1%,27.08,41.74,0%,Racketworld (85%) / A2U69NIMV1A46Q,yes,4.5,2,4,N,3,AVERAGE,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,2,10,6,1,5,2.4,4.1,3,UNASSIGNED,4,13.00,OK,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 4/mo | GBP3.25 profit | GBP13.00 monthly gross | stable | 2 sellers | needs trade under GBP27.08
B081BX75TV,Athletico Compact City Tennis Backpack (Gray),Athletico,https://www.amazon.co.uk/dp/B081BX75TV,Sports & Outdoors,OK,56.15,55.86,-1.0%,73977,147210,4,0,4,4,N,3.18,9.42,12.60,36.50,7.06,19.3%,36.29,49.09,0%,SAFE HOUSE ORDER (64%) / AGBK8FQ9N36L3,no,4.5,815,9,Y,5,STRONG,N,-,MAYBE-ROI,,KEEPA,0819615022235,819615022235,,4,8,7,1,5.2,5.6,6.1,6.3,PROFIT,3,56.50,OK,PROFIT | GBP56.50/mo | lower volume | GBP7.06 unit profit | stable | 4 sellers,MAYBE-ROI,PROFIT | 8/mo | GBP7.06 profit | GBP56.50 monthly gross | stable | 4 sellers
B07N1BJLX5,Wilson Conditionneur Ball Prep 8 OZ,Wilson,https://www.amazon.co.uk/dp/B07N1BJLX5,Sports & Outdoors,OK,26.88,26.32,-2.0%,60794,216889,4,0,2,1,N,2.94,4.90,7.84,17.47,1.57,9.0%,15.87,25.31,0%,Football America UK (88%) / A160T5XQQ0RR,no,4.8,785,2,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0887768635800,887768635800,00887768635800,4,8,9,0,5.4,4.4,2.7,3.8,UNASSIGNED,4,12.60,OK,UNASSIGNED | below lane thresholds,BRAND APPROACH,BRAND APPROACH | 8/mo | GBP1.57 profit | GBP12.60 monthly gross | stable | 2 sellers | weak listing 2 imgs
B0CZ3W13TP,"POC Unisex TeeT-Shirt, Hydrogen White, XXL",POC,https://www.amazon.co.uk/dp/B0CZ3W13TP,Sports & Outdoors,OK,41.20,40.66,-1.0%,61162,436620,2,0,2,2,Y,2.94,7.01,9.95,26.78,4.47,16.7%,26.04,36.73,0%,Amazon EU (0%) / A30DC7701CXIBH,no,4.0,6,4,Y,5,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK; LOW SELLER CHECK,KEEPA,7325549850194,,,2,8,9,1,5,4.2,5.4,4.8,UNASSIGNED,4,17.90,OK,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 4/mo | GBP4.47 profit | GBP17.90 monthly gross | stable | 2 sellers | needs trade under GBP26.04
B000T21OJU,"Penn Championship Extra Duty Felt Tennis Balls - 6 Cans, 18 Balls",Penn,https://www.amazon.co.uk/dp/B000T21OJU,Sports & Outdoors,OK,46.56,46.88,1.0%,52749,109388,7,0,2,2,N,3.48,7.93,11.41,30.26,4.88,16.1%,29.29,41.68,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.7,18828,1,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,"0072489010191, 0751738985953","072489010191, 751738985953",00072489010191,6,10,10,1,7,7,6.2,6.9,BALANCED,3,68.30,OK,BALANCED | GBP68.30/mo | 14/mo | GBP4.88 unit profit | stable | 2 sellers,BRAND APPROACH,BALANCED | 14/mo | GBP4.88 profit | GBP68.30 monthly gross | stable | 2 sellers
B0DGGKKMV9,"PATIKIL 7 x 5 Inch Golf Flag, 6 Pcs 420D Nylon Mini Garden Pin Flags Portable Target Flag with Tube Inserted for Outdoor Indoor Yard Backyard Garden, Red",PATIKIL,https://www.amazon.co.uk/dp/B0DGGKKMV9,Sports & Outdoors,OK,22.99,23.55,2.0%,75203,160206,4,0,2,2,N,2.70,4.30,7.00,14.94,1.05,7.0%,13.32,21.94,0%,PATIKIL UK (94%) / A2QKIRI1BQFJRO,yes,0.0,0,7,N,4,AVERAGE,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,3,10,7,0,5.3,3.2,1.9,2.3,UNASSIGNED,4,8.40,OK,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 8/mo | GBP1.05 profit | GBP8.40 monthly gross | stable | 2 sellers | needs trade under GBP13.32
B07XNBTY5V,Franklin Sports X-40 Outdoor Pickleballs - USA Pickleball (USAPA) Official Pickleball Balls - Regulation Size Outdoor Court Pickleballs - Official Pickleball of US Open - Lava - 12 Pack,Franklin Sports,https://www.amazon.co.uk/dp/B07XNBTY5V,Sports & Outdoors,OK,48.90,45.75,-7.0%,87770,165387,4,0,2,3,N,3.17,8.29,11.46,31.79,5.65,17.8%,31.20,43.25,0%,Alliance Sports Innovation (59%) / A1WZL,no,4.5,254,9,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0025725558261,025725558261,,1,6,10,1,4.3,5.4,5.7,5.8,UNASSIGNED,9,45.20,OK,,NO,NO | 8/mo est | GBP5.65 profit | stable | 2 sellers
B0DCZ4WSS4,"Wilson Impact Tennis Racket, With a Large Head and V-Matrix System, Made of AirLite Alloy, Featuring a Protective Guard and Extended Length, Comes Pre-Strung, Colour: Blue/Red, Size: 3",Wilson,https://www.amazon.co.uk/dp/B0DCZ4WSS4,Sports & Outdoors,OK,34.99,32.58,-7.0%,59529,116779,6,0,3,3,Y,4.50,6.15,10.65,22.74,1.60,7.0%,20.28,33.39,100%,Amazon,yes,4.8,12,5,Y,5,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,0097512728942,097512728942,,5,6,5,0,4.3,3.7,1.9,3,UNASSIGNED,9,19.20,OK,,NO,NO | 12/mo est | GBP1.60 profit | ROI 7% | margin too thin
B00JWULW9C,Tomahawk NEO Golf Tee's As seen on TV Assorted,ダイヤゴルフ(DAIYA GOLF),https://www.amazon.co.uk/dp/B00JWULW9C,Sports & Outdoors,OK,24.23,25.37,4.0%,47030,493884,0,0,10,4,N,2.72,4.49,7.21,15.75,1.27,8.1%,14.18,22.96,0%,WAYSELL GLOBAL UK (0%) / A12M0S14QIZSGI,no,4.4,260,8,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,0811418010716,811418010716,,5,10,0,0,4.5,5.1,2.5,4.4,UNASSIGNED,9,15.20,OK,,NO,NO | 12/mo est | GBP1.27 profit | 10 sellers | overcrowded
B0F5BG54SM,"STIGA Trinity V2 Table Tennis Bat – 3-Star Blade, ITTF-Approved Rubber, Ergonomic Grip – For Offensive Players",STIGA,https://www.amazon.co.uk/dp/B0F5BG54SM,Sports & Outdoors,OK,36.44,35.18,-4.0%,47227,35141,34,0,2,2,Y,2.72,6.38,9.10,23.69,3.66,15.4%,22.78,32.78,3%,Amazon EU (0%) / A30DC7701CXIBH,no,4.2,24,8,Y,5,STRONG,N,-,MAYBE-ROI,AMAZON CHECK; LOW SELLER CHECK,KEEPA,7318688041875,,,7,8,10,1,6.7,9,5.9,8,CASH FLOW,1,248.90,OK,CASH FLOW | GBP248.90/mo | 68/mo | GBP3.66 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 68/mo | GBP3.66 profit | GBP248.90 monthly gross | stable | 2 sellers
B0CZ7BYV5Q,Yonex Astrox 88s Play Badminton Racket One Size,YONEX,https://www.amazon.co.uk/dp/B0CZ7BYV5Q,Sports & Outdoors,OK,53.20,53.81,1.0%,47408,51999,20,0,18,18,N,4.50,8.96,13.46,34.58,5.16,14.9%,33.12,48.04,0%,Pappy Mart (72%) / A25PZFC4F8HGHQ,no,4.2,115,1,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,4550468800736,,04550468800736,7,10,0,1,5.3,7.9,4.9,7.6,CASH FLOW,1,206.40,OK,CASH FLOW | GBP206.40/mo | 40/mo | GBP5.16 unit profit | stable | 18 sellers,MAYBE-ROI,CASH FLOW | 40/mo | GBP5.16 profit | GBP206.40 monthly gross | stable | 18 sellers
B09LYTLK74,"Schildkröt Ping Pong Challenge, Skill Table Tennis Game, 1 Racket in the Shape of a Ping-Pong Table with Net, 2 Balls, for Young and Old, 788459",Schildkröt,https://www.amazon.co.uk/dp/B09LYTLK74,Sports & Outdoors,OK,21.86,19.87,-10.0%,62311,405653,1,0,5,3,Y,3.26,4.12,7.38,14.21,0.27,1.9%,12.06,21.59,0%,coseon-de (81%) / A3I2IR095YB92H,no,4.3,138,6,Y,5,STRONG,N,-,MAYBE-ROI,PRICE CHECK; AMAZON CHECK,KEEPA,4000885884593,,,2,5,6,0,3.3,2.2,0.8,1.5,UNASSIGNED,9,0.50,OK,,NO,NO | 2/mo est | GBP0.27 profit | ROI 2% | margin too thin
B0F4K71WKL,"GYMAX 2 Wheel Golf Cart, Lightweight Folding Golf Trolley with Scoreboard, Steel Golf Push Pull Cart (Blue)",GYMAX,https://www.amazon.co.uk/dp/B0F4K71WKL,Sports & Outdoors,OK,56.99,60.37,6.0%,64874,57528,15,0,2,2,Y,5.70,9.55,15.25,37.04,4.70,12.7%,34.79,52.29,35%,Amazon,yes,4.5,65,7,Y,5,STRONG,N,-,MAYBE-ROI,AMAZON CHECK; LOW SELLER CHECK,KEEPA,1978678690146,,,4,10,10,1,6.4,8.4,5.4,7.7,BALANCED,2,141.00,OK,BALANCED | GBP141.00/mo | 30/mo | GBP4.70 unit profit | stable | 2 sellers,MAYBE-ROI,BALANCED | 30/mo | GBP4.70 profit | GBP141.00 monthly gross | stable | 2 sellers
B00I14X9PU,"WILSON FBA_wrz601403 Advantage II Tennis Bag-Black/White, 2 Racquet",Wilson,https://www.amazon.co.uk/dp/B00I14X9PU,Sports & Outdoors,OK,39.95,39.45,-1.0%,15837,38864,38,0,5,5,N,4.65,6.91,11.56,25.97,2.42,9.3%,23.66,37.53,0%,Racketworld (85%) / A2U69NIMV1A46Q,yes,4.3,1701,5,Y,5,AVERAGE,N,-,MAYBE-ROI,,KEEPA,0887768172787,887768172787,00887768172787,10,8,7,0,6.8,8.6,3.2,7,CASH FLOW,2,183.90,OK,CASH FLOW | GBP183.90/mo | 76/mo | GBP2.42 unit profit | stable | 5 sellers,MAYBE-ROI,CASH FLOW | 76/mo | GBP2.42 profit | GBP183.90 monthly gross | stable | 5 sellers
B0917K9SCG,"DUNLOP 10316683 DAC PDL Tour Intro BLK/Yellow… Shoulder Bag, Bag, Adults Unisex, Yellow, Medium",DUNLOP,https://www.amazon.co.uk/dp/B0917K9SCG,Sports & Outdoors,OK,29.90,29.99,0.0%,89852,564456,1,0,2,1,N,4.15,5.37,9.52,19.43,0.94,4.9%,16.98,28.96,0%,WeProPadel (33%) / A1PF3GWGBCMUZM,no,4.3,89,5,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0045566922939,045566922939,,0,10,9,0,4.8,3.3,2.2,2.7,UNASSIGNED,9,1.90,OK,,NO,NO | 2/mo est | GBP0.94 profit | ROI 5% | margin too thin
B081V1MLJC,"BESPORTBLE Golf Ball Bag Golf Ball Collector Basket Ball Golf Storage Golf Club Organisers Golf Ball Basket with Handle, Golf Ball Basket with Handle, Holds 75 Balls, Durable Nylon, Green",BESPORTBLE,https://www.amazon.co.uk/dp/B081V1MLJC,Sports & Outdoors,OK,23.49,22.45,-5.0%,48816,73456,12,0,2,2,N,3.49,4.38,7.87,15.27,0.35,2.3%,13.02,23.14,0%,Linspencer (97%) / AM2O6YLW0PDVC,yes,4.7,13,9,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0738641931833,738641931833,,6,8,9,0,6,5.5,1.5,3.7,UNASSIGNED,9,8.40,OK,,MAYBE-ROI,MAYBE-ROI | 24/mo | GBP0.35 profit | GBP8.40 monthly gross | stable | 2 sellers | needs trade under GBP13.02
B0BQ3WSKMK,Cornilleau - Tacteo Duo Pack - 2 Outdoor Table Tennis Bats - Weatherproof - 3 Balls - Extremely Durable,Cornilleau,https://www.amazon.co.uk/dp/B0BQ3WSKMK,Sports & Outdoors,OK,29.95,29.95,0.0%,58293,47405,20,0,3,3,N,2.72,5.37,8.09,19.47,2.39,12.3%,18.22,27.56,0%,Cornilleau (UK) (92%) / A148ZLTFR48JHR,yes,4.8,133,9,Y,5,STRONG,Y,-,MAYBE-ROI,,KEEPA,3222764553500,,03222764553500,6,10,7,0,6.2,7,3.7,5.6,CASH FLOW,3,95.60,OK,CASH FLOW | GBP95.60/mo | 40/mo | GBP2.39 unit profit | stable | 3 sellers,MAYBE-ROI,CASH FLOW | 40/mo | GBP2.39 profit | GBP95.60 monthly gross | stable | 3 sellers
B0F647C8SH,Bullpadel PALETTERO BPP25022 XPLO Black,Bullpadel,https://www.amazon.co.uk/dp/B0F647C8SH,Sports & Outdoors,OK,50.80,52.50,3.0%,62463,459230,2,0,2,2,N,5.55,8.59,14.14,33.02,3.64,11.0%,30.55,47.16,0%,WeProPadel (33%) / A1PF3GWGBCMUZM,no,4.0,8,5,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,8445402692187,,,2,10,9,1,5.6,4,4.7,4.4,UNASSIGNED,4,14.60,OK,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 4/mo | GBP3.64 profit | GBP14.60 monthly gross | stable | 2 sellers | needs trade under GBP30.55
B0D465MYRZ,New TaylorMade MySpider Tour Mallet Magnetic Putter Headcover - Multi-Color,TaylorMade,https://www.amazon.co.uk/dp/B0D465MYRZ,Sports & Outdoors,OK,37.57,37.04,-1.0%,50165,56215,24,0,4,3,N,2.94,6.55,9.49,24.42,3.66,15.0%,23.40,33.91,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.3,53,2,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,0192371762776,192371762776,00192371762776,6,8,7,1,5.8,8.4,5.6,7.7,CASH FLOW,2,175.70,OK,CASH FLOW | GBP175.70/mo | 48/mo | GBP3.66 unit profit | stable | 4 sellers,MAYBE-ROI,CASH FLOW | 48/mo | GBP3.66 profit | GBP175.70 monthly gross | stable | 4 sellers
B095V7MC8Z,Bullpadel Avant S Gold Carbon Racquet Bag,Bullpadel,https://www.amazon.co.uk/dp/B095V7MC8Z,Sports & Outdoors,OK,49.95,49.95,0.0%,77034,50914,0,0,2,2,N,5.25,8.46,13.71,32.47,3.77,11.6%,30.20,46.18,0%,WeProPadel (33%) / A1PF3GWGBCMUZM,yes,4.5,300,4,Y,5,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,8434417944565,,,2,10,10,1,5.8,4.6,4.8,4.9,UNASSIGNED,4,15.10,OK,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 4/mo | GBP3.77 profit | GBP15.10 monthly gross | stable | 2 sellers | needs trade under GBP30.20
B09KNY3537,"Callaway Golf Tour Authentic Glove (Cadet (Shorter Fingers), Medium, White 2022, Worn on Left Hand)",Callaway,https://www.amazon.co.uk/dp/B09KNY3537,Sports & Outdoors,OK,28.33,32.56,13.0%,89830,594484,2,0,3,3,N,1.89,5.12,7.01,18.41,2.90,15.8%,17.76,25.43,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.7,226,5,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,"0194518194563, 0197193359265","194518194563, 197193359265",,0,10,9,0,4.8,3.6,4.4,3.6,UNASSIGNED,9,11.60,SQUEEZED,,NO,NO | 4/mo est | GBP2.90 profit | SQUEEZED | 3 sellers
B0FNFVR5G3,Bridgestone Golf Tour B RXS White,Bridgestone Golf,https://www.amazon.co.uk/dp/B0FNFVR5G3,Sports & Outdoors,OK,39.95,53.11,25.0%,32303,147409,4,0,3,1,N,2.94,6.91,9.85,25.97,4.13,15.9%,25.08,35.82,0%,Bargain Sports Supplies (90%) / AW1A4XRT,no,5.0,4,4,N,3,AVERAGE,N,-,MAYBE-ROI,,KEEPA,0760778096017,760778096017,,7,10,7,1,6.7,4.4,4.6,4.6,UNASSIGNED,4,33.00,COMPRESSED,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 8/mo | GBP4.13 profit | GBP33.00 monthly gross | COMPRESSED | 3 sellers | needs trade under GBP25.08
B002SNA5DY,"Longridge 5"" Travelite Golf Stand Bag - Black/Silver",Longridge,https://www.amazon.co.uk/dp/B002SNA5DY,Sports & Outdoors,OK,51.18,47.96,-7.0%,68795,52087,16,0,3,3,Y,5.10,8.65,13.75,33.27,4.16,12.5%,31.19,47.02,100%,Amazon,yes,4.4,894,4,Y,5,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,5060158893300,,05060158893300,5,6,6,1,4.7,6.2,3.9,5.7,UNASSIGNED,9,133.10,OK,,NO,NO | 32/mo est | GBP4.16 profit | ROI 13% | margin too thin
B0D9R1NKQZ,"Callaway Golf Tour Authentic Women's Glove 2025, Women's Left Hand, Large",Callaway,https://www.amazon.co.uk/dp/B0D9R1NKQZ,Sports & Outdoors,OK,21.71,20.33,-7.0%,51609,56327,17,0,2,2,Y,1.89,4.10,5.99,14.11,1.61,11.4%,13.10,20.10,100%,Amazon,yes,4.7,19,5,Y,5,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,0197193365341,197193365341,,6,6,6,0,4.8,5.4,2.9,4.3,UNASSIGNED,9,54.70,OK,,NO,NO | 34/mo est | GBP1.61 profit | ROI 11% | margin too thin
B0D5MTPXY5,YONEX MUSCLE POWER 2 BADMINTON RACKET JUNIOR - White/Yellow,YONEX,https://www.amazon.co.uk/dp/B0D5MTPXY5,Sports & Outdoors,OK,22.50,22.30,-1.0%,51626,66950,23,0,11,11,N,3.05,4.22,7.27,14.63,0.60,4.1%,12.69,21.90,0%,AllsportsSuperstore (72%) / A38K1I95QEBY,no,3.8,4,1,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,4550468663478,,04550468663478,6,8,0,0,4.2,6.2,1.1,4.3,UNASSIGNED,9,27.60,OK,,NO,NO | 46/mo est | GBP0.60 profit | 11 sellers | overcrowded
