ASIN,Product Name,Brand,Amazon URL,Category,Weight Flag,Verdict,Verdict Reason,Opportunity Lane,Commercial Priority,Lane Reason,Composite Score,Demand Score,Stability Score,Competition Score,Margin Score,Cash Flow Score,Profit Score,Balanced Score,Monthly Gross Profit,Price Compression,Listing Quality,Current Price,Buy Box 90d Avg,Price Stability,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,BSR Current,BSR Drops 90d,Bought per Month,Star Rating,Review Count,Brand 1P,FBA Seller Count,Amazon on Listing,Amazon Buy Box Share,Private Label Risk,Brand Seller Match,Fortress Listing,Brand Type,A+ Content Present,Brand Store Present,Category Risk Level,IP Risk Score,IP Risk Band,IP Reason,Gated,SAS Flags,Route Code,Supplier Name,Supplier Website,Supplier Contact,MOQ,Trade Price Found,Trade Price,Real ROI %,Supplier Notes,Outreach Email File,Decision,Decision Score,Decision Reason,Joinability Status,Buy Readiness,Max Buy Price,Target Buy Price,Cost Gap,Margin Status,Action Note,Shortlist Flag
B095WGBHZZ,"PETKEI Dog Crate Cover 36 Inch, waterproof 600D Oxford Dog Cage Cover for 1 & 2 Door Wire Crates, Breathable Mesh Window, Pocket & Blackout Design for Calming Comfort (Only cover)",PETKEI,https://www.amazon.co.uk/dp/B095WGBHZZ,Pet Supplies,,MAYBE,MAYBE | 212/mo | GBP0.26 profit | GBP55.10 monthly gross | stable | 2 sellers | ROI 2%,UNASSIGNED,9,,7.8,10,10,9,0,8.6,2,5.8,GBP55,OK,UNKNOWN,GBP23.99,GBP24.27,STABLE,GBP0.00,GBP0.00,GBP8.14,GBP15.59,GBP0.26,1.6%,GBP12.68,GBP4.58,4145,106,50,0.0,0,N,2,Y,0%,Unlikely,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP55.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP12.68,GBP11.41,,Fail,Avoid listing,N
B0CVKZMCD6,"K9 Choice Melatonin for Dogs 3 mg Chewable Peanut Butter Flavor 120 Pcs, Specially Formulated for Dogs (most dogs will eat tablets like a treat) Food Supplements",,https://www.amazon.co.uk/dp/B0CVKZMCD6,Pet Supplies,,MAYBE,MAYBE | 288/mo | GBP0.15 profit | GBP43.20 monthly gross | COMPRESSED | 3 sellers | ROI 1%,UNASSIGNED,9,,7.6,10,10,8,0,7.3,0.9,4.6,GBP43,COMPRESSED,UNKNOWN,GBP22.52,GBP29.69,DROPPING (24%),GBP0.00,GBP0.00,GBP7.73,GBP14.64,GBP0.15,1.0%,GBP11.79,GBP3.97,5080,144,200,0.0,0,N,3,Y,0%,-,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP43.00/mo | low IP risk | - PL risk | dropping (24%) | supplier cost missing,Joinable,Reject,GBP11.79,GBP10.54,,Fail,Avoid listing,N
B00BUFXFP6,"Copper Power (Endich) ACP0016B Blue Treatment for Marine Fish, 16-Ounce",Copper Power (Endich),https://www.amazon.co.uk/dp/B00BUFXFP6,Pet Supplies,,MAYBE,MAYBE | 96/mo | GBP0.40 profit | GBP38.40 monthly gross | stable | 5 sellers | ROI 3%,UNASSIGNED,9,,7.2,10,10,6,0,8,1.8,5.5,GBP38,OK,UNKNOWN,GBP23.99,GBP24.54,STABLE,GBP0.00,GBP0.00,GBP8.00,GBP15.59,GBP0.40,2.5%,GBP12.78,GBP3.97,19249,48,50,0.0,0,N,5,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP38.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP12.78,GBP11.50,,Fail,Avoid listing,N
B000KB2YUI,"Eye Envy Polvere Sciogli Lacrime per Cani e Gatti. 100% Naturale, Sicura. da Applicare Contorno Occhi. Assorbe e Respinge Le Lacrime. Mantiene l'Area Asciutta. Tratta la Causa delle Macchie. (40g)",Eye Envy,https://www.amazon.co.uk/dp/B000KB2YUI,Pet Supplies,,MAYBE,MAYBE | 160/mo | GBP0.22 profit | GBP35.20 monthly gross | stable | 4 sellers | ROI 2%,UNASSIGNED,9,,7.2,10,10,6,0,8,1.8,5.5,GBP35,OK,UNKNOWN,GBP22.95,GBP22.95,STABLE,GBP0.00,GBP0.00,GBP7.81,GBP14.92,GBP0.22,1.5%,GBP12.11,GBP3.97,6204,80,50,0.0,0,N,4,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP35.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP12.11,GBP10.86,,Fail,Avoid listing,N
B0CWYJ2Q6J,"Dog Prenatal Vitamins - Advanced Prenatal Supplement for Pregnant and Nursing Dogs - Rich in Folic Acid, Iron & Calcium - Supports Healthy Pregnancy, Puppy Development & Lactation - 90 Soft Chews",PREGNAPAWS,https://www.amazon.co.uk/dp/B0CWYJ2Q6J,Pet Supplies,,MAYBE,MAYBE | 60/mo | GBP0.49 profit | GBP29.40 monthly gross | stable | 2 sellers | ROI 3%,UNASSIGNED,9,,7.2,10,8,9,0,7.4,1.7,5,GBP29,OK,UNKNOWN,GBP24.99,GBP24.85,STABLE,GBP0.00,GBP0.00,GBP8.26,GBP16.24,GBP0.49,3.0%,GBP13.38,GBP4.05,9513,30,50,0.0,0,N,2,Y,0%,Unlikely,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP29.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP13.38,GBP12.04,,Fail,Avoid listing,N
B0090B18G0,"KONG Squeezz Ball - Medium - Green, Red, Blue, Purple - Pack of 4",KONG,https://www.amazon.co.uk/dp/B0090B18G0,Pet Supplies,,MAYBE,MAYBE | 68/mo | GBP0.31 profit | GBP21.10 monthly gross | stable | 4 sellers | ROI 2%,UNASSIGNED,9,,7.2,10,10,6,0,7.2,1.7,4.8,GBP21,OK,UNKNOWN,GBP23.88,GBP23.97,STABLE,GBP0.00,GBP0.00,GBP8.05,GBP15.52,GBP0.31,2.0%,GBP12.66,GBP4.05,17356,34,50,0.0,0,N,4,Y,0%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP21.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP12.66,GBP11.39,,Fail,Avoid listing,N
B00ALGBHQ4,Biteback Products 'Sweet Relief' Midge Barrier & Skin Support Cream - Powerful Fly & Insect Barrier with Benzyl Benzoate for Horses - Essential Horse Product Midge Guard & Skin Protection - 500g,Biteback Products,https://www.amazon.co.uk/dp/B00ALGBHQ4,Pet Supplies,,MAYBE,MAYBE | 50/mo | GBP0.39 profit | GBP19.50 monthly gross | stable | 2 sellers | ROI 2%,UNASSIGNED,9,,7.8,10,10,9,0,7.1,1.9,4.7,GBP20,OK,UNKNOWN,GBP24.74,GBP24.97,STABLE,GBP0.00,GBP0.00,GBP8.27,GBP16.08,GBP0.39,2.4%,GBP13.17,GBP4.56,10550,19,50,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP20.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP13.17,GBP11.85,,Fail,Avoid listing,N
B08T5Q496M,"Funfox No Pull Dog Harness for Large Dogs, Adjustable Dog Harness with Handle Reflective Strips for Walking, Anti Pull Breathable Padded Pet Vest Front Clip Easy Control Large Breed Black L",Funfox,https://www.amazon.co.uk/dp/B08T5Q496M,Pet Supplies,,MAYBE,MAYBE | 210/mo | GBP0.07 profit | GBP14.70 monthly gross | stable | 3 sellers | ROI 1%,UNASSIGNED,9,,7.0,10,8,8,0,7,1.7,4.6,GBP15,OK,UNKNOWN,GBP21.99,GBP21.33,RISING (3%),GBP0.00,GBP0.00,GBP7.63,GBP14.29,GBP0.07,0.5%,GBP11.35,GBP3.97,1238,105,50,0.0,0,N,3,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP15.00/mo | low IP risk | - PL risk | rising (3%) | supplier cost missing,Joinable,Reject,GBP11.35,GBP10.10,,Fail,Avoid listing,N
B084G9FXVV,Boodles 10 x Bulls PIZZLES Pizzle Bully Sticks Premium 100% NATURAL Dog Treat Chew Thickness Varies Natural Product,Boodles Dog Treats,https://www.amazon.co.uk/dp/B084G9FXVV,Pet Supplies,,MAYBE,MAYBE | 50/mo | GBP0.28 profit | GBP14.00 monthly gross | stable | 2 sellers | ROI 2%,UNASSIGNED,9,,7.8,10,10,9,0,6.6,1.9,4.3,GBP14,OK,UNKNOWN,GBP23.99,GBP23.99,STABLE,GBP0.00,GBP0.00,GBP8.12,GBP15.59,GBP0.28,1.8%,GBP12.69,GBP4.05,13754,21,50,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP14.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP12.69,GBP11.42,,Fail,Avoid listing,N
B07VBZ78C3,"Eye Envy Tear Stain Wipes for Dogs | Textured to Gently Clean | Presoaked in 100% Natural Formula | Recommended by AKC Breeders, Vets, Groomers | Treats The Cause of Staining | 60 Count",Eye Envy,https://www.amazon.co.uk/dp/B07VBZ78C3,Pet Supplies,,MAYBE,MAYBE | 56/mo | GBP0.08 profit | GBP4.50 monthly gross | stable | 3 sellers | ROI 1%,UNASSIGNED,9,,7.6,10,10,8,0,6,1.8,3.9,GBP5,OK,UNKNOWN,GBP21.95,GBP21.95,STABLE,GBP0.00,GBP0.00,GBP7.60,GBP14.27,GBP0.08,0.6%,GBP11.35,GBP4.00,14692,28,50,0.0,0,N,3,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP5.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP11.35,GBP10.10,,Fail,Avoid listing,N
B077GWXVG7,"TrueLove Dog Harness TLH5651 No-pull Reflective Stitching Ensure Night Visibility, Outdoor Adventure Big Dog Harness Perfect Match Puppy Vest Now Available (Purple,L)",Truelove,https://www.amazon.co.uk/dp/B077GWXVG7,Pet Supplies,,MAYBE,MAYBE | 162/mo | GBP-0.02 profit | GBP-3.20 monthly gross | stable | 3 sellers | ROI -0%,UNASSIGNED,9,,7.6,10,10,8,0,6.8,1.9,4.4,GBP-3,OK,UNKNOWN,GBP23.89,GBP23.98,STABLE,GBP0.00,GBP0.00,GBP8.38,GBP15.53,GBP-0.02,-0.1%,GBP12.41,GBP4.90,1430,81,50,0.0,0,N,3,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-3.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP12.41,GBP11.16,,Fail,Avoid listing,N
B0B4DZPZ15,Harringtons Just 6 Complete Grain Free Dry Adult Dog Food Lamb 2kg (Pack of 4) - With Added Fresh Baked Bites,HARRINGTONS,https://www.amazon.co.uk/dp/B0B4DZPZ15,Pet Supplies,,MAYBE,MAYBE | 198/mo | GBP-0.02 profit | GBP-4.00 monthly gross | stable | 3 sellers | ROI -0%,UNASSIGNED,9,,7.6,10,10,8,0,6.8,1.9,4.4,GBP-4,OK,UNKNOWN,GBP40.85,GBP42.09,SLIGHT DIP (3%),GBP0.00,GBP0.00,GBP14.32,GBP26.55,GBP-0.02,-0.1%,GBP21.22,GBP7.27,1368,99,50,0.0,0,N,3,Y,0%,-,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-4.00/mo | low IP risk | - PL risk | slight dip (3%) | supplier cost missing,Joinable,Reject,GBP21.22,GBP19.10,,Fail,Avoid listing,N
B0G1MS9D26,Good Boy Duck and Rice Sticks - Low Fat Natural Dog Treats - Rawhide Free Recipe - Bulk Box - 10 x 70g,Good Boy,https://www.amazon.co.uk/dp/B0G1MS9D26,Pet Supplies,,MAYBE,MAYBE | 56/mo | GBP-0.07 profit | GBP-3.90 monthly gross | stable | 3 sellers | ROI -1%,UNASSIGNED,9,,7.3,9,10,8,0,6,1.8,3.9,GBP-4,OK,UNKNOWN,GBP23.60,GBP23.98,STABLE,GBP0.00,GBP0.00,GBP8.33,GBP15.34,GBP-0.07,-0.5%,GBP12.21,GBP4.90,21697,28,50,0.0,0,N,3,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-4.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP12.21,GBP10.96,,Fail,Avoid listing,N
B08CTCT46T,Dog's Lounge - SCOOTER - Digestive Soft Chews for Dogs | Wheat Free Supplement for Healthy Anal Glands with Added Pumpkin | Support Normal Bowel Function and Eliminate Scooting (60 chews),Dog's Lounge,https://www.amazon.co.uk/dp/B08CTCT46T,Pet Supplies,,MAYBE,MAYBE | 238/mo | GBP-0.02 profit | GBP-4.80 monthly gross | stable | 2 sellers | ROI -0%,UNASSIGNED,9,,7.8,10,10,9,0,6.9,2,4.4,GBP-5,OK,UNKNOWN,GBP21.95,GBP22.16,STABLE,GBP0.00,GBP0.00,GBP7.70,GBP14.27,GBP-0.02,-0.1%,GBP11.24,GBP4.05,6480,119,100,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-5.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP11.24,GBP9.99,,Fail,Avoid listing,N
B0BCJ7BSH6,"PYue Puzzle Toys for Large Dogs, Interactive Dog Toys, Dog Puzzle Feeder for Training, Treat Dispenser for Medium & Small Dogs, Fun Dog Toy for Boredom Improve Dog's IQ",PYue,https://www.amazon.co.uk/dp/B0BCJ7BSH6,Pet Supplies,,MAYBE,MAYBE | 152/mo | GBP-0.10 profit | GBP-15.20 monthly gross | stable | 2 sellers | ROI -1%,UNASSIGNED,9,,7.8,10,10,9,0,6.9,2,4.4,GBP-15,OK,UNKNOWN,GBP24.97,GBP25.04,STABLE,GBP0.00,GBP0.00,GBP8.84,GBP16.23,GBP-0.10,-0.6%,GBP12.90,GBP5.22,9638,76,100,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-15.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP12.90,GBP11.61,,Fail,Avoid listing,N
B08J84K74D,"Buddy & Lola Fast-Acting Dog Diarrhea Treatment with Electrolytes - 20 Servings - Tummy Settler For Dogs All Breeds, Sizes and Ages - Syringe Included",Buddy & Lola,https://www.amazon.co.uk/dp/B08J84K74D,Pet Supplies,,MAYBE,MAYBE | 400/mo | GBP-0.07 profit | GBP-28.00 monthly gross | SQUEEZED | 3 sellers | ROI -1%,UNASSIGNED,9,,7.6,10,10,8,0,6.3,1.4,3.9,GBP-28,SQUEEZED,UNKNOWN,GBP21.22,GBP23.94,DROPPING (11%),GBP0.00,GBP0.00,GBP7.50,GBP13.79,GBP-0.07,-0.5%,GBP10.71,GBP3.97,1653,127,400,0.0,0,N,3,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-28.00/mo | low IP risk | - PL risk | dropping (11%) | supplier cost missing,Joinable,Reject,GBP10.71,GBP9.46,,Fail,Avoid listing,N
B0F197T78M,"Heybly Cat Tree, 80cm Kitten Tower with Large Soft Basket for Indoor Cats, Cat Scratching Post with Hidden Cave Bed & Dangling Ball, Light Gray HCT008SW",Heybly,https://www.amazon.co.uk/dp/B0F197T78M,Pet Supplies,,MAYBE,MAYBE | 70/mo | GBP-0.49 profit | GBP-34.30 monthly gross | stable | 2 sellers | ROI -2%,UNASSIGNED,9,,7.8,10,10,9,0,6.5,1.9,4.2,GBP-34,OK,UNKNOWN,GBP37.99,GBP37.89,STABLE,GBP0.00,GBP0.00,GBP13.79,GBP24.69,GBP-0.49,-2.0%,GBP19.36,GBP8.35,9101,35,50,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-34.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP19.36,GBP17.42,,Fail,Avoid listing,N
B0BR5M78XS,"pecute® Pet Carrier Bag, Cat Carrier Handbag, Portable Dog Travel Bag with Foldable Bowl, Breathable Mesh Fabric, Suitable for Both Long And Short Trips, Used for Cats and Puppies Under 5KG (M,Grey)",pecute,https://www.amazon.co.uk/dp/B0BR5M78XS,Pet Supplies,,MAYBE,MAYBE | 166/mo | GBP-0.25 profit | GBP-41.50 monthly gross | stable | 2 sellers | ROI -2%,UNASSIGNED,9,,7.2,10,8,9,0,6.6,1.8,4.2,GBP-42,OK,UNKNOWN,GBP22.49,GBP22.06,STABLE,GBP0.00,GBP0.00,GBP8.12,GBP14.62,GBP-0.25,-1.7%,GBP11.36,GBP4.90,3831,83,100,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-42.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP11.36,GBP10.11,,Fail,Avoid listing,N
B0D2RCFXMX,"PAWLICIOUS 1kg Rabbit Ears with Fur for Dogs (70-85 Furry Ears), 100% Natural Air-Dried Treat Chew for Dog, Puppy & Senior Healthy & Hypoallergenic Dog Food Grain & Gluten Free Pet Treats",PAWLICIOUS,https://www.amazon.co.uk/dp/B0D2RCFXMX,Pet Supplies,,MAYBE,MAYBE | 700/mo | GBP-0.06 profit | GBP-42.00 monthly gross | stable | 3 sellers | ROI -0%,UNASSIGNED,9,,7.6,10,10,8,0,6.8,1.9,4.4,GBP-42,OK,UNKNOWN,GBP21.99,GBP23.12,SLIGHT DIP (5%),GBP0.00,GBP0.00,GBP7.76,GBP14.29,GBP-0.06,-0.4%,GBP11.22,GBP3.52,1444,81,700,0.0,0,N,3,Y,0%,-,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-42.00/mo | low IP risk | - PL risk | slight dip (5%) | supplier cost missing,Joinable,Reject,GBP11.22,GBP9.97,,Fail,Avoid listing,N
B0DHRTT4BL,"HeatingLux Reptile Reflector Dome Lamp Fixture, 8.5in Basking Heat Lamp Tortoise, E27 Reptile Heat Lamp with Clamp, Heat Lamp for Tortoise, Reptile(AC220-240V)",HeatingLux,https://www.amazon.co.uk/dp/B0DHRTT4BL,Pet Supplies,,MAYBE,MAYBE | 100/mo | GBP-0.43 profit | GBP-43.00 monthly gross | stable | 2 sellers | ROI -3%,UNASSIGNED,9,,7.8,10,10,9,0,6.9,2,4.4,GBP-43,OK,UNKNOWN,GBP22.99,GBP24.22,SLIGHT DIP (5%),GBP0.00,GBP0.00,GBP8.48,GBP14.94,GBP-0.43,-2.9%,GBP11.50,GBP5.22,11164,41,100,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-43.00/mo | low IP risk | unlikely PL risk | slight dip (5%) | supplier cost missing,Joinable,Reject,GBP11.50,GBP10.25,,Fail,Avoid listing,N
B0DKJ3L28C,"HeatingLux Reptile Heat Lamp, Reptile Dome Light Fixture with Timer, Tortoise Heat Lamp with Clamp,Terrarium Hood lamp for Reptile, Tortoise, Beard Dragon",HeatingLux,https://www.amazon.co.uk/dp/B0DKJ3L28C,Pet Supplies,,MAYBE,MAYBE | 104/mo | GBP-0.50 profit | GBP-52.00 monthly gross | stable | 2 sellers | ROI -4%,UNASSIGNED,9,,7.5,9,10,9,0,6.9,2,4.4,GBP-52,OK,UNKNOWN,GBP20.99,GBP23.02,SLIGHT DIP (9%),GBP0.00,GBP0.00,GBP7.85,GBP13.64,GBP-0.50,-3.7%,GBP10.14,GBP4.90,28538,52,50,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-52.00/mo | low IP risk | unlikely PL risk | slight dip (9%) | supplier cost missing,Joinable,Reject,GBP10.14,GBP8.89,,Fail,Avoid listing,N
B0DT99LF5Z,"BeBeJoJo 2 Pack Guinea Pig Cage Liner,Washable Guinea Pig Bedding,Reusable Guinea Pig Mat,Waterproof Super Absorbent Guinea Pig Mat,Brown,120x60CM",BeBeJoJo,https://www.amazon.co.uk/dp/B0DT99LF5Z,Pet Supplies,,MAYBE,MAYBE | 248/mo | GBP-0.23 profit | GBP-57.00 monthly gross | stable | 2 sellers | ROI -2%,UNASSIGNED,9,,7.2,10,8,9,0,6.6,1.8,4.2,GBP-57,OK,UNKNOWN,GBP22.48,GBP22.09,STABLE,GBP0.00,GBP0.00,GBP8.10,GBP14.61,GBP-0.23,-1.6%,GBP11.38,GBP4.87,4835,124,50,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-57.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP11.38,GBP10.13,,Fail,Avoid listing,N
B082T1DXN5,"lionto Cat heating lounger with cuddly plush cover, warm cat bed for hanging with metal hooks for all common heaters, washable cat hammock made of cozy material, light grey",lionto,https://www.amazon.co.uk/dp/B082T1DXN5,Pet Supplies,,MAYBE,MAYBE | 110/mo | GBP-0.72 profit | GBP-79.20 monthly gross | stable | 3 sellers | ROI -4%,UNASSIGNED,9,,7.0,10,8,8,0,6.5,1.7,4.1,GBP-79,OK,UNKNOWN,GBP29.95,GBP29.70,STABLE,GBP0.00,GBP0.00,GBP11.20,GBP19.47,GBP-0.72,-3.7%,GBP15.00,GBP6.97,7559,55,50,0.0,0,N,3,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-79.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP15.00,GBP13.50,,Fail,Avoid listing,N
B088K5BJYX,"Bemodst S-Type Cat Tunnel, 2/3/4/5-Way Collapsible S-shape Small Animal Tubes Kitty Tunnels Interactive Maze House Toy With Storage Bag For Kitten Puppy Rabbit Guinea Pig",Bemodst,https://www.amazon.co.uk/dp/B088K5BJYX,Pet Supplies,,MAYBE,MAYBE | 138/mo | GBP-0.59 profit | GBP-81.40 monthly gross | stable | 3 sellers | ROI -4%,UNASSIGNED,9,,7.0,10,8,8,0,6.5,1.7,4.1,GBP-81,OK,UNKNOWN,GBP21.99,GBP21.41,RISING (3%),GBP0.00,GBP0.00,GBP8.29,GBP14.29,GBP-0.59,-4.2%,GBP10.69,GBP5.22,3938,69,100,0.0,0,N,3,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-81.00/mo | low IP risk | - PL risk | rising (3%) | supplier cost missing,Joinable,Reject,GBP10.69,GBP9.44,,Fail,Avoid listing,N
B0DL5V75XF,"Gimars 30D High-Density Foam & Extra-Wide, Stable 3-Step Dog Stairs, 40cm High Pet Stairs with Washable Cover & Non-Slip Base, Portable Ramp for Small Dogs to Sofa, Bed, Couch, Car",Gimars,https://www.amazon.co.uk/dp/B0DL5V75XF,Pet Supplies,,MAYBE,MAYBE | 152/mo | GBP-0.85 profit | GBP-129.20 monthly gross | stable | 2 sellers | ROI -4%,UNASSIGNED,9,,7.2,10,8,9,0,6.6,1.8,4.2,GBP-129,OK,UNKNOWN,GBP32.89,GBP31.65,RISING (4%),GBP0.00,GBP0.00,GBP12.36,GBP21.38,GBP-0.85,-4.0%,GBP16.42,GBP7.74,6977,76,100,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP-129.00/mo | low IP risk | unlikely PL risk | rising (4%) | supplier cost missing,Joinable,Reject,GBP16.42,GBP14.78,,Fail,Avoid listing,N
