ASIN,Title,Brand,Amazon URL,Category,Weight Flag,Current Price,Buy Box 90d Avg,Price Drop % 90d,BSR Current,BSR 90d Avg,BSR Drops 90d,Bought per Month,FBA Seller Count,FBA Seller 90d Avg,Amazon on Listing,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,Buy Box Amazon %,BB Seller,BB Is FBA,Star Rating,Review Count,Image Count,Has A+ Content,Bullet Count,Listing Quality,Brand 1P,Gated,SAS Flags,Pre-filter Flags,Data Source,EAN,UPC,GTIN,Demand Score,Stability Score,Competition Score,Margin Score,Composite Score,Cash Flow Score,Profit Score,Balanced Score,Opportunity Lane,Commercial Priority,Monthly Gross Profit,Price Compression,Lane Reason,Verdict,Verdict Reason
B0F4XSGY47,"StormX Original Sweet Itch Zebra Rug - Black/White (5'9"")",HY EQUESTRIAN,https://www.amazon.co.uk/dp/B0F4XSGY47,Pet Supplies,OK,47.00,57.84,19.0%,25729,77175,11,0,3,0,N,0.00,8.01,8.01,30.55,8.44,27.6%,32.49,38.56,0%,SHOREFIELDS SUPPLIES (75%) / A1GL4RSN0GC,no,4.6,5,1,N,3,WEAK,N,-,,,KEEPA,5027286232654,,,8,10,7,6,8,7.5,7.8,7.9,PROFIT,2,185.70,SQUEEZED,PROFIT | GBP185.70/mo | lower volume | GBP8.44 unit profit | SQUEEZED | 3 sellers,BRAND APPROACH,PROFIT | 22/mo | GBP8.44 profit | GBP185.70 monthly gross | SQUEEZED | 3 sellers
B0DC128V57,"Fish4Cats Premium Wet Cat Food Variety Selection Pack | Sardine & Mackerel, Tuna & Salmon, Tuna & Cheese, Crab (40 tins x 70g)",Fish4Cats,https://www.amazon.co.uk/dp/B0DC128V57,Pet Supplies,OK,39.00,39.00,0.0%,28646,40776,12,0,2,0,N,0.00,6.77,6.77,25.35,6.88,27.1%,26.86,32.12,0%,Fish4Dogs (95%) / A2JEK3XRYG7D63,no,4.8,14,3,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,5056008860011,,,8,10,8,5,8,8.1,8,8.2,PROFIT,2,165.10,OK,PROFIT | GBP165.10/mo | lower volume | GBP6.88 unit profit | stable | 2 sellers,BRAND APPROACH,PROFIT | 24/mo | GBP6.88 profit | GBP165.10 monthly gross | stable | 2 sellers
B07L9XRLG9,"Maximum Pet Products Tough chew waterproof dog bed (Small, Blue) 80cm x 60cm x 10cm",Maximum Pet Products,https://www.amazon.co.uk/dp/B07L9XRLG9,Pet Supplies,OK,34.95,34.95,0.0%,18803,14723,11,0,2,0,N,0.00,6.15,6.15,22.72,6.08,26.8%,24.00,28.87,0%,Shop Fast Direct (88%) / A3IBQ0LKPNRPFA,no,3.7,285,7,N,4,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,0744368319694,744368319694,,9,10,9,5,8.5,8.2,8.1,8.3,PROFIT,2,133.80,OK,PROFIT | GBP133.80/mo | lower volume | GBP6.08 unit profit | stable | 2 sellers,YES,PROFIT | 22/mo | GBP6.08 profit | GBP133.80 monthly gross | stable | 2 sellers
B08P7M76X4,Avonstar Classics Range Galvanised Feed Bin (Feed Trough),Avonstar Classics Range,https://www.amazon.co.uk/dp/B08P7M76X4,Pet Supplies,OK,54.90,54.90,0.0%,32859,97426,6,0,2,0,N,0.00,9.23,9.23,35.69,9.99,28.0%,38.06,44.91,0%,Avonstar (97%) / AYP4S2QFT8O41,no,3.9,30,5,N,4,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,5060731831569,,,7,10,9,6,8.1,7.6,8.4,8.1,PROFIT,2,119.90,OK,PROFIT | GBP119.90/mo | lower volume | GBP9.99 unit profit | stable | 2 sellers,MAYBE,PROFIT | 12/mo | GBP9.99 profit | GBP119.90 monthly gross | stable | 2 sellers
B0F1YLG5B1,Royal Canin Medium Adult Dry Dog Food 12kg,ROYAL CANIN,https://www.amazon.co.uk/dp/B0F1YLG5B1,Pet Supplies,OK,68.99,73.96,7.0%,22067,54919,4,0,3,0,N,0.00,11.41,11.41,44.84,12.74,28.4%,47.99,56.25,0%,Maltbys Stores (96%) / A2UNARK72ZQK2,no,4.8,5,9,N,4,AVERAGE,N,-,,,KEEPA,3182551065367,,,8,10,7,6,8,6.6,8.5,7.7,PROFIT,2,101.90,OK,PROFIT | GBP101.90/mo | lower volume | GBP12.74 unit profit | stable | 3 sellers,MAYBE,PROFIT | 8/mo | GBP12.74 profit | GBP101.90 monthly gross | stable | 3 sellers
B0BBGH5JFS,"Muck Grabber Stable Mate Manure Collector Long Handle Poop Scoop & Rake Stable Paddock Dock Tidy Ideal for Horse, Pony, Donkey, Dog, Leaves for Yard, Stable, Horsebox & Garden - 80 cm (Pistachio)",KetoPlastics,https://www.amazon.co.uk/dp/B0BBGH5JFS,Pet Supplies,OK,24.99,24.99,0.0%,17591,27160,11,0,2,0,N,0.00,4.61,4.61,16.24,4.14,25.5%,16.98,20.85,0%,Keto Plastics Limited (89%) / A1ZQSXGGKW,no,4.7,60,9,N,4,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,5060875440214,,,9,10,9,5,8.5,8,7.4,7.6,BALANCED,3,91.10,OK,BALANCED | GBP91.10/mo | 22/mo | GBP4.14 unit profit | stable | 2 sellers,YES,BALANCED | 22/mo | GBP4.14 profit | GBP91.10 monthly gross | stable | 2 sellers
B0BVBVRFWB,Copdock Mill Rabbits ears for dogs Natural dog treats without Fur 1Kg Bulk bag Improves dental hygiene and the overall health of your dog,Copdock Mill,https://www.amazon.co.uk/dp/B0BVBVRFWB,Pet Supplies,OK,28.99,28.99,0.0%,12687,11955,9,0,3,0,N,0.00,5.23,5.23,18.84,4.92,26.1%,19.80,24.07,0%,PetsApply (97%) / A1KM72FJ6L90IP,no,3.8,15,2,N,3,WEAK,N,-,,,KEEPA,5026616145916,,,9,10,7,5,8.1,7.5,7.6,7.5,BALANCED,3,88.60,OK,BALANCED | GBP88.60/mo | 18/mo | GBP4.92 unit profit | stable | 3 sellers,BRAND APPROACH,BALANCED | 18/mo | GBP4.92 profit | GBP88.60 monthly gross | stable | 3 sellers
B0FB9KWG7D,"TherapetMD 60-Day Cat Calming Diffuser - Cat Pheromone Diffuser for Stress, Pee Spraying, Cat Fighting, Aggression, Excessive Meowing & Scratching - 60-Day Refill Included - Packaging May Vary",TherapetMD,https://www.amazon.co.uk/dp/B0FB9KWG7D,Pet Supplies,OK,40.99,51.15,20.0%,14025,79675,10,0,2,0,N,2.94,7.08,10.02,26.64,4.33,16.2%,25.81,36.66,0%,Veterra UK (96%) / A2HAP4VEOAISRE,yes,4.2,2220,8,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0860014094408,860014094408,,10,10,9,1,8,7.1,5.3,6.6,BALANCED,3,86.60,SQUEEZED,BALANCED | GBP86.60/mo | 20/mo | GBP4.33 unit profit | SQUEEZED | 2 sellers,MAYBE,BALANCED | 20/mo | GBP4.33 profit | GBP86.60 monthly gross | SQUEEZED | 2 sellers
B01M3N3GK1,Peregrine Livefoods Frozen Rat Small 90-150g - Pack of 5,Peregrine Livefoods,https://www.amazon.co.uk/dp/B01M3N3GK1,Pet Supplies,OK,27.35,27.34,0.0%,23298,30476,6,0,2,0,N,0.00,4.97,4.97,17.78,4.60,25.9%,18.65,22.75,0%,Essex Reptile (91%) / A1K9YO41EP3MV,no,4.5,18,1,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,5060078063586,,05060078063586,8,10,8,5,8,7,7.7,7.1,BALANCED,3,55.20,OK,BALANCED | GBP55.20/mo | 12/mo | GBP4.60 unit profit | stable | 2 sellers,BRAND APPROACH,BALANCED | 12/mo | GBP4.60 profit | GBP55.20 monthly gross | stable | 2 sellers
B0GLYD25JJ,"Small Dog Car Seat, Waterproof Dog Booster Seat with Clip-On Safety Leash, Elevated Car Dog Bed for Front or Back Seat, Travel Pet Bed for Puppies and Cats up to 15 kg",Skylos,https://www.amazon.co.uk/dp/B0GLYD25JJ,Pet Supplies,OK,29.99,29.99,0.0%,17367,39974,5,0,2,0,N,0.00,5.38,5.38,19.49,5.11,26.2%,20.51,24.88,0%,Sello UK (79%) / AGLR7C1N0MAYU,no,0.0,0,7,Y,5,STRONG,N,-,,LOW SELLER CHECK,KEEPA,9356877160660,,,9,10,8,5,8.3,7,7.7,7.1,BALANCED,3,51.10,OK,BALANCED | GBP51.10/mo | 10/mo | GBP5.11 unit profit | stable | 2 sellers,MAYBE,BALANCED | 10/mo | GBP5.11 profit | GBP51.10 monthly gross | stable | 2 sellers
B0BYXV378N,"Himalayan Everest Yak Chews for Dogs, Puppy Treats and Dog Bones to Promote Teeth Cleaning Dental Sticks Dogs, Natural Dog Treats, Dog Chews Long Lasting Natural (3 XX - Large)",Everest Travel & Tours (ETT),https://www.amazon.co.uk/dp/B0BYXV378N,Pet Supplies,OK,29.95,30.06,0.0%,21166,68281,5,0,2,0,N,0.00,5.38,5.38,19.47,5.11,26.2%,20.48,24.84,0%,SUJUPETS LIMITED (40%) / A251RAOUVLDD8Z,no,4.1,8,1,Y,5,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,0761885960772,761885960772,,8,10,8,5,8,7,7.7,7.1,BALANCED,3,51.10,OK,BALANCED | GBP51.10/mo | 10/mo | GBP5.11 unit profit | stable | 2 sellers,MAYBE,BALANCED | 10/mo | GBP5.11 profit | GBP51.10 monthly gross | stable | 2 sellers
B01CESYUVK,Maximum Pet Products Black Dog Training Lead 200ft/60m,Maximum Pet Products,https://www.amazon.co.uk/dp/B01CESYUVK,Pet Supplies,OK,23.95,23.95,0.0%,12116,17884,6,0,2,0,N,0.00,4.45,4.45,15.57,3.93,25.3%,16.25,20.02,0%,Shop Fast Direct (88%) / A3IBQ0LKPNRPFA,no,4.5,5923,7,N,4,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,"0754220344764, 5056373107322",754220344764,,10,10,9,5,8.8,6.8,7.4,6.7,BALANCED,3,47.20,OK,BALANCED | GBP47.20/mo | 12/mo | GBP3.93 unit profit | stable | 2 sellers,YES,BALANCED | 12/mo | GBP3.93 profit | GBP47.20 monthly gross | stable | 2 sellers
B0BGJG1D9J,"Gallop Trojan Ponie 100G Horse Turnout Rug Standard Neck in Navy/Orange, 600 Denier (3'9"", Navy)",Gallop,https://www.amazon.co.uk/dp/B0BGJG1D9J,Pet Supplies,OK,47.99,47.99,0.0%,32899,21102,5,0,2,0,N,0.00,8.16,8.16,31.19,8.63,27.7%,33.19,39.36,0%,Canter Equestrian Ltd (71%) / A3BDQAU1B8,no,4.5,569,5,N,4,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,5055556332025,,,8,10,9,6,8.4,7.3,8.4,7.9,PROFIT,3,86.30,OK,PROFIT | GBP86.30/mo | lower volume | GBP8.63 unit profit | stable | 2 sellers,MAYBE,PROFIT | 10/mo | GBP8.63 profit | GBP86.30 monthly gross | stable | 2 sellers
B09S6KRKCS,"Gallop Combo Full Neck Lightweight Horse Fly Turnout Rug, UV Protect, Waterproof (5'6"", Navy / White)",Gallop,https://www.amazon.co.uk/dp/B09S6KRKCS,Pet Supplies,OK,46.90,47.14,1.0%,15553,83433,3,0,3,0,N,0.00,7.99,7.99,30.48,8.42,27.6%,32.42,38.48,0%,Treehouse Sporting Colours (90%) / AI2FH,no,4.8,52,5,N,4,AVERAGE,N,-,,,KEEPA,5055556331219,,,9,10,8,6,8.5,6.2,8.3,7.1,PROFIT,3,50.50,OK,PROFIT | GBP50.50/mo | lower volume | GBP8.42 unit profit | stable | 3 sellers,YES,PROFIT | 6/mo | GBP8.42 profit | GBP50.50 monthly gross | stable | 3 sellers
